,gene_name,protein_name
2386,Fcan01_11218,OXA54712
2387,Fcan01_11030,OXA54723
2388,Fcan01_10348,OXA54726
2389,Fcan01_10346,OXA54728
2390,Fcan01_11435,OXA54740
2391,Fcan01_11434,OXA54741
2392,Fcan01_11433,OXA54742
2393,Fcan01_11430,OXA54745
2394,Fcan01_10773,OXA54750
2395,Fcan01_11293,OXA54790
2396,Fcan01_11478,OXA54803
2397,Fcan01_10199,OXA54812
2398,Fcan01_10446,OXA54823
2399,Fcan01_10769,OXA54860
2400,Fcan01_10112,OXA54884
2401,Fcan01_11643,OXA54898
2402,Fcan01_11398,OXA54909
2403,Fcan01_10935,OXA54917
2404,Fcan01_10094,OXA54935
2405,Fcan01_10095,OXA54936
2406,Fcan01_10875,OXA54946
2407,Fcan01_10877,OXA54948
2408,Fcan01_10534,OXA54966
2409,Fcan01_10533,OXA54969
2410,Fcan01_11769,OXA54988
2411,Fcan01_11265,OXA54999
2412,Fcan01_11424,OXA55024
2413,Fcan01_10213,OXA55036
2414,Fcan01_10219,OXA55042
2415,Fcan01_10163,OXA55055
2416,Fcan01_11691,OXA55066
2417,Fcan01_10905,OXA55089
2418,Fcan01_10907,OXA55091
2419,Fcan01_10840,OXA55093
2420,Fcan01_11525,OXA55110
2421,Fcan01_11527,OXA55112
2422,Fcan01_10738,OXA55123
2423,Fcan01_11069,OXA55125
2424,Fcan01_11063,OXA55133
2425,Fcan01_09183,OXA55157
2426,Fcan01_09180,OXA55158
2427,Fcan01_10040,OXA55173
2428,Fcan01_10042,OXA55175
2429,Fcan01_09063,OXA55182
2430,Fcan01_09265,OXA55188
2431,Fcan01_09261,OXA55192
2432,Fcan01_09268,OXA55195
2433,Fcan01_08609,OXA55197
2434,Fcan01_08605,OXA55201
2435,Fcan01_09769,OXA55218
2436,Fcan01_09766,OXA55219
2437,Fcan01_09767,OXA55220
2438,Fcan01_09765,OXA55222
2439,Fcan01_09762,OXA55223
2440,Fcan01_09761,OXA55226
2441,Fcan01_09459,OXA55239
2442,Fcan01_09848,OXA55256
2443,Fcan01_09392,OXA55268
2444,Fcan01_09397,OXA55271
2445,Fcan01_09398,OXA55276
2446,Fcan01_09642,OXA55282
2447,Fcan01_09564,OXA55289
2448,Fcan01_08768,OXA55307
2449,Fcan01_09151,OXA55310
2450,Fcan01_09153,OXA55312
2451,Fcan01_09157,OXA55316
2452,Fcan01_09156,OXA55317
2453,Fcan01_10074,OXA55318
2454,Fcan01_10077,OXA55321
2455,Fcan01_10070,OXA55322
2456,Fcan01_10073,OXA55325
2457,Fcan01_09319,OXA55326
2458,Fcan01_09312,OXA55329
2459,Fcan01_08591,OXA55339
2460,Fcan01_08594,OXA55342
2461,Fcan01_08902,OXA55361
2462,Fcan01_08904,OXA55363
2463,Fcan01_09094,OXA55366
2464,Fcan01_09299,OXA55369
2465,Fcan01_08650,OXA55383
2466,Fcan01_08652,OXA55385
2467,Fcan01_09731,OXA55401
2468,Fcan01_09730,OXA55402
2469,Fcan01_09733,OXA55403
2470,Fcan01_08966,OXA55408
2471,Fcan01_08986,OXA55421
2472,Fcan01_09211,OXA55431
2473,Fcan01_09218,OXA55432
2474,Fcan01_09972,OXA55437
2475,Fcan01_09971,OXA55438
2476,Fcan01_09407,OXA55443
2477,Fcan01_09406,OXA55444
2478,Fcan01_09405,OXA55445
2479,Fcan01_09402,OXA55448
2480,Fcan01_08875,OXA55457
2481,Fcan01_08871,OXA55460
2482,Fcan01_08873,OXA55462
2483,Fcan01_09670,OXA55465
2484,Fcan01_09675,OXA55470
2485,Fcan01_08755,OXA55482
2486,Fcan01_08756,OXA55483
2487,Fcan01_08757,OXA55484
2488,Fcan01_09831,OXA55492
2489,Fcan01_09366,OXA55509
2490,Fcan01_09365,OXA55512
2491,Fcan01_09536,OXA55532
2492,Fcan01_09535,OXA55533
2493,Fcan01_08669,OXA55538
2494,Fcan01_09982,OXA55549
2495,Fcan01_09986,OXA55553
2496,Fcan01_09987,OXA55554
2497,Fcan01_09701,OXA55563
2498,Fcan01_10020,OXA55568
2499,Fcan01_09007,OXA55575
2500,Fcan01_09009,OXA55579
2501,Fcan01_09248,OXA55582
2502,Fcan01_09241,OXA55587
2503,Fcan01_09240,OXA55588
2504,Fcan01_09243,OXA55589
2505,Fcan01_09902,OXA55591
2506,Fcan01_09900,OXA55593
2507,Fcan01_09901,OXA55594
2508,Fcan01_09907,OXA55596
2509,Fcan01_09908,OXA55599
2510,Fcan01_09780,OXA55605
2511,Fcan01_09788,OXA55609
2512,Fcan01_08786,OXA55614
2513,Fcan01_08785,OXA55615
2514,Fcan01_09088,OXA55622
2515,Fcan01_09087,OXA55626
2516,Fcan01_09628,OXA55631
2517,Fcan01_09627,OXA55632
2518,Fcan01_09626,OXA55633
2519,Fcan01_09623,OXA55636
2520,Fcan01_09622,OXA55637
2521,Fcan01_09477,OXA55642
2522,Fcan01_09474,OXA55643
2523,Fcan01_09470,OXA55646
2524,Fcan01_09478,OXA55648
2525,Fcan01_09479,OXA55649
2526,Fcan01_09869,OXA55660
2527,Fcan01_09864,OXA55663
2528,Fcan01_09136,OXA55673
2529,Fcan01_08571,OXA55680
2530,Fcan01_08573,OXA55682
2531,Fcan01_08576,OXA55685
2532,Fcan01_10054,OXA55709
2533,Fcan01_10055,OXA55710
2534,Fcan01_09330,OXA55713
2535,Fcan01_09334,OXA55717
2536,Fcan01_09337,OXA55718
2537,Fcan01_09336,OXA55719
2538,Fcan01_09271,OXA55737
2539,Fcan01_08637,OXA55746
2540,Fcan01_09753,OXA55752
2541,Fcan01_09750,OXA55755
2542,Fcan01_08869,OXA55763
2543,Fcan01_08864,OXA55764
2544,Fcan01_10014,OXA55768
2545,Fcan01_10013,OXA55770
2546,Fcan01_09952,OXA55776
2547,Fcan01_09956,OXA55780
2548,Fcan01_09429,OXA55783
2549,Fcan01_09859,OXA55802
2550,Fcan01_09387,OXA55820
2551,Fcan01_09658,OXA55823
2552,Fcan01_09653,OXA55830
2553,Fcan01_09140,OXA55859
2554,Fcan01_08892,OXA55864
2555,Fcan01_08894,OXA55870
2556,Fcan01_09308,OXA55872
2557,Fcan01_09301,OXA55875
2558,Fcan01_09302,OXA55876
2559,Fcan01_08919,OXA55883
2560,Fcan01_08914,OXA55886
2561,Fcan01_08910,OXA55890
2562,Fcan01_09511,OXA55894
2563,Fcan01_09510,OXA55895
2564,Fcan01_08640,OXA55906
2565,Fcan01_08644,OXA55910
2566,Fcan01_09496,OXA55916
2567,Fcan01_09721,OXA55927
2568,Fcan01_09725,OXA55931
2569,Fcan01_10001,OXA55932
2570,Fcan01_10005,OXA55936
2571,Fcan01_08994,OXA55954
2572,Fcan01_08992,OXA55956
2573,Fcan01_09228,OXA55963
2574,Fcan01_09591,OXA55972
2575,Fcan01_09962,OXA55987
2576,Fcan01_09964,OXA55989
2577,Fcan01_09965,OXA55990
2578,Fcan01_09967,OXA55992
2579,Fcan01_09416,OXA55995
2580,Fcan01_09411,OXA55998
2581,Fcan01_09884,OXA56010
2582,Fcan01_09605,OXA56019
2583,Fcan01_09609,OXA56027
2584,Fcan01_08724,OXA56032
2585,Fcan01_09114,OXA56050
2586,Fcan01_09357,OXA56059
2587,Fcan01_09359,OXA56067
2588,Fcan01_09688,OXA56070
2589,Fcan01_09682,OXA56078
2590,Fcan01_09195,OXA56094
2591,Fcan01_10031,OXA56106
2592,Fcan01_10028,OXA56113
2593,Fcan01_10025,OXA56114
2594,Fcan01_09935,OXA56148
2595,Fcan01_09930,OXA56153
2596,Fcan01_09779,OXA56156
2597,Fcan01_09771,OXA56158
2598,Fcan01_09773,OXA56160
2599,Fcan01_09775,OXA56162
2600,Fcan01_09090,OXA56176
2601,Fcan01_09634,OXA56184
2602,Fcan01_09635,OXA56185
2603,Fcan01_09630,OXA56188
2604,Fcan01_09633,OXA56191
2605,Fcan01_08695,OXA56196
2606,Fcan01_08694,OXA56197
2607,Fcan01_08696,OXA56199
2608,Fcan01_09443,OXA56204
2609,Fcan01_09440,OXA56207
2610,Fcan01_08944,OXA56223
2611,Fcan01_08943,OXA56228
2612,Fcan01_08942,OXA56229
2613,Fcan01_09874,OXA56236
2614,Fcan01_09129,OXA56241
2615,Fcan01_09124,OXA56242
2616,Fcan01_08977,OXA56262
2617,Fcan01_09576,OXA56269
2618,Fcan01_09575,OXA56270
2619,Fcan01_09571,OXA56274
2620,Fcan01_10062,OXA56281
2621,Fcan01_10060,OXA56283
2622,Fcan01_10069,OXA56284
2623,Fcan01_10068,OXA56285
2624,Fcan01_09327,OXA56287
2625,Fcan01_09328,OXA56294
2626,Fcan01_08585,OXA56298
2627,Fcan01_09049,OXA56306
2628,Fcan01_09047,OXA56308
2629,Fcan01_09046,OXA56309
2630,Fcan01_09044,OXA56311
2631,Fcan01_09040,OXA56315
2632,Fcan01_09281,OXA56318
2633,Fcan01_09280,OXA56319
2634,Fcan01_09283,OXA56320
2635,Fcan01_08623,OXA56329
2636,Fcan01_08626,OXA56332
2637,Fcan01_09741,OXA56337
2638,Fcan01_09748,OXA56344
2639,Fcan01_09749,OXA56345
2640,Fcan01_09200,OXA56347
2641,Fcan01_09203,OXA56348
2642,Fcan01_09205,OXA56350
2643,Fcan01_09206,OXA56353
2644,Fcan01_09209,OXA56354
2645,Fcan01_09208,OXA56355
2646,Fcan01_09945,OXA56359
2647,Fcan01_09943,OXA56361
2648,Fcan01_09432,OXA56366
2649,Fcan01_09433,OXA56367
2650,Fcan01_09431,OXA56369
2651,Fcan01_09436,OXA56370
2652,Fcan01_08803,OXA56379
2653,Fcan01_08740,OXA56401
2654,Fcan01_09821,OXA56406
2655,Fcan01_09827,OXA56412
2656,Fcan01_09826,OXA56413
2657,Fcan01_09829,OXA56414
2658,Fcan01_09177,OXA56420
2659,Fcan01_08883,OXA56431
2660,Fcan01_08922,OXA56448
2661,Fcan01_08927,OXA56451
2662,Fcan01_08926,OXA56452
2663,Fcan01_09508,OXA56457
2664,Fcan01_09504,OXA56461
2665,Fcan01_09505,OXA56462
2666,Fcan01_09503,OXA56464
2667,Fcan01_08673,OXA56473
2668,Fcan01_09995,OXA56477
2669,Fcan01_09996,OXA56480
2670,Fcan01_09999,OXA56485
2671,Fcan01_09712,OXA56494
2672,Fcan01_09710,OXA56496
2673,Fcan01_09703,OXA56500
2674,Fcan01_09039,OXA56502
2675,Fcan01_09031,OXA56510
2676,Fcan01_09231,OXA56516
2677,Fcan01_09232,OXA56517
2678,Fcan01_09233,OXA56518
2679,Fcan01_09586,OXA56523
2680,Fcan01_09914,OXA56536
2681,Fcan01_09917,OXA56537
2682,Fcan01_09796,OXA56544
2683,Fcan01_09795,OXA56545
2684,Fcan01_09892,OXA56555
2685,Fcan01_09897,OXA56560
2686,Fcan01_08857,OXA56565
2687,Fcan01_09618,OXA56572
2688,Fcan01_09615,OXA56581
2689,Fcan01_09486,OXA56582
2690,Fcan01_09460,OXA56584
2691,Fcan01_09464,OXA56588
2692,Fcan01_09467,OXA56589
2693,Fcan01_09468,OXA56592
2694,Fcan01_08730,OXA56595
2695,Fcan01_09813,OXA56608
2696,Fcan01_09816,OXA56611
2697,Fcan01_09345,OXA56624
2698,Fcan01_09347,OXA56626
2699,Fcan01_09340,OXA56627
2700,Fcan01_09349,OXA56632
2701,Fcan01_09691,OXA56636
2702,Fcan01_09697,OXA56638
2703,Fcan01_09694,OXA56639
2704,Fcan01_09695,OXA56640
2705,Fcan01_09698,OXA56641
2706,Fcan01_08958,OXA56643
2707,Fcan01_08950,OXA56647
2708,Fcan01_08954,OXA56651
2709,Fcan01_09555,OXA56653
2710,Fcan01_07495,OXA56666
2711,Fcan01_08272,OXA56674
2712,Fcan01_06538,OXA56683
2713,Fcan01_08076,OXA56702
2714,Fcan01_08073,OXA56705
2715,Fcan01_07892,OXA56707
2716,Fcan01_07894,OXA56713
2717,Fcan01_07895,OXA56714
2718,Fcan01_07898,OXA56715
2719,Fcan01_08419,OXA56734
2720,Fcan01_08416,OXA56737
2721,Fcan01_07754,OXA56749
2722,Fcan01_07757,OXA56750
2723,Fcan01_07758,OXA56753
2724,Fcan01_06808,OXA56754
2725,Fcan01_06809,OXA56755
2726,Fcan01_07030,OXA56761
2727,Fcan01_07031,OXA56762
2728,Fcan01_07032,OXA56763
2729,Fcan01_08334,OXA56773
2730,Fcan01_07655,OXA56780
2731,Fcan01_07650,OXA56783
2732,Fcan01_07658,OXA56787
2733,Fcan01_08138,OXA56789
2734,Fcan01_06406,OXA56796
2735,Fcan01_07444,OXA56800
2736,Fcan01_07441,OXA56801
2737,Fcan01_07442,OXA56804
2738,Fcan01_08495,OXA56807
2739,Fcan01_08492,OXA56810
2740,Fcan01_08491,OXA56811
2741,Fcan01_07965,OXA56822
2742,Fcan01_07963,OXA56824
2743,Fcan01_06617,OXA56829
2744,Fcan01_06616,OXA56830
2745,Fcan01_06614,OXA56832
2746,Fcan01_06613,OXA56833
2747,Fcan01_06537,OXA56839
2748,Fcan01_08511,OXA56847
2749,Fcan01_08514,OXA56850
2750,Fcan01_06966,OXA56855
2751,Fcan01_07374,OXA56861
2752,Fcan01_07373,OXA56862
2753,Fcan01_07370,OXA56865
2754,Fcan01_07379,OXA56866
2755,Fcan01_06886,OXA56871
2756,Fcan01_06887,OXA56872
2757,Fcan01_06480,OXA56880
2758,Fcan01_06481,OXA56881
2759,Fcan01_08206,OXA56892
2760,Fcan01_06693,OXA56900
2761,Fcan01_06692,OXA56901
2762,Fcan01_07278,OXA56906
2763,Fcan01_07276,OXA56908
2764,Fcan01_07275,OXA56911
2765,Fcan01_08046,OXA56918
2766,Fcan01_08047,OXA56919
2767,Fcan01_08040,OXA56920
2768,Fcan01_08042,OXA56922
2769,Fcan01_08043,OXA56923
2770,Fcan01_07840,OXA56929
2771,Fcan01_07842,OXA56931
2772,Fcan01_07844,OXA56933
2773,Fcan01_06719,OXA56937
2774,Fcan01_06710,OXA56940
2775,Fcan01_06711,OXA56941
2776,Fcan01_06716,OXA56942
2777,Fcan01_07142,OXA56950
2778,Fcan01_07147,OXA56955
2779,Fcan01_08288,OXA56964
2780,Fcan01_06562,OXA56969
2781,Fcan01_07761,OXA56979
2782,Fcan01_07762,OXA56980
2783,Fcan01_08368,OXA57000
2784,Fcan01_06796,OXA57003
2785,Fcan01_06794,OXA57005
2786,Fcan01_06798,OXA57006
2787,Fcan01_07682,OXA57009
2788,Fcan01_07685,OXA57014
2789,Fcan01_07539,OXA57018
2790,Fcan01_07530,OXA57021
2791,Fcan01_07537,OXA57026
2792,Fcan01_08469,OXA57028
2793,Fcan01_08165,OXA57031
2794,Fcan01_08163,OXA57033
2795,Fcan01_06533,OXA57038
2796,Fcan01_07564,OXA57047
2797,Fcan01_06455,OXA57049
2798,Fcan01_06459,OXA57057
2799,Fcan01_06458,OXA57058
2800,Fcan01_07477,OXA57064
2801,Fcan01_08220,OXA57073
2802,Fcan01_08221,OXA57074
2803,Fcan01_08461,OXA57089
2804,Fcan01_06857,OXA57095
2805,Fcan01_07069,OXA57100
2806,Fcan01_07061,OXA57104
2807,Fcan01_07060,OXA57105
2808,Fcan01_07067,OXA57106
2809,Fcan01_07935,OXA57110
2810,Fcan01_07934,OXA57111
2811,Fcan01_07939,OXA57118
2812,Fcan01_06957,OXA57132
2813,Fcan01_06951,OXA57134
2814,Fcan01_06953,OXA57136
2815,Fcan01_06958,OXA57137
2816,Fcan01_07380,OXA57143
2817,Fcan01_07783,OXA57146
2818,Fcan01_07786,OXA57149
2819,Fcan01_07199,OXA57157
2820,Fcan01_07190,OXA57166
2821,Fcan01_06669,OXA57168
2822,Fcan01_06666,OXA57169
2823,Fcan01_06663,OXA57174
2824,Fcan01_06660,OXA57175
2825,Fcan01_07225,OXA57177
2826,Fcan01_07223,OXA57183
2827,Fcan01_07229,OXA57185
2828,Fcan01_08548,OXA57194
2829,Fcan01_08540,OXA57196
2830,Fcan01_08545,OXA57199
2831,Fcan01_07307,OXA57206
2832,Fcan01_07308,OXA57213
2833,Fcan01_07309,OXA57214
2834,Fcan01_07870,OXA57215
2835,Fcan01_07873,OXA57218
2836,Fcan01_07874,OXA57219
2837,Fcan01_07875,OXA57220
2838,Fcan01_07112,OXA57238
2839,Fcan01_07110,OXA57240
2840,Fcan01_07119,OXA57241
2841,Fcan01_08258,OXA57244
2842,Fcan01_08254,OXA57245
2843,Fcan01_07604,OXA57251
2844,Fcan01_07737,OXA57252
2845,Fcan01_07098,OXA57262
2846,Fcan01_07099,OXA57263
2847,Fcan01_07097,OXA57269
2848,Fcan01_08356,OXA57286
2849,Fcan01_08351,OXA57289
2850,Fcan01_06749,OXA57292
2851,Fcan01_07500,OXA57294
2852,Fcan01_07386,OXA57298
2853,Fcan01_08198,OXA57300
2854,Fcan01_08197,OXA57303
2855,Fcan01_08190,OXA57308
2856,Fcan01_08191,OXA57309
2857,Fcan01_08261,OXA57310
2858,Fcan01_06460,OXA57317
2859,Fcan01_06463,OXA57320
2860,Fcan01_08431,OXA57325
2861,Fcan01_08430,OXA57326
2862,Fcan01_08433,OXA57327
2863,Fcan01_06862,OXA57331
2864,Fcan01_07010,OXA57334
2865,Fcan01_07011,OXA57335
2866,Fcan01_07908,OXA57342
2867,Fcan01_07900,OXA57348
2868,Fcan01_07902,OXA57350
2869,Fcan01_06505,OXA57352
2870,Fcan01_07671,OXA57357
2871,Fcan01_07674,OXA57360
2872,Fcan01_07675,OXA57361
2873,Fcan01_07582,OXA57368
2874,Fcan01_06981,OXA57376
2875,Fcan01_06988,OXA57383
2876,Fcan01_08111,OXA57385
2877,Fcan01_06392,OXA57394
2878,Fcan01_07985,OXA57411
2879,Fcan01_07986,OXA57412
2880,Fcan01_07988,OXA57418
2881,Fcan01_06635,OXA57420
2882,Fcan01_06637,OXA57422
2883,Fcan01_07215,OXA57432
2884,Fcan01_07213,OXA57438
2885,Fcan01_08262,OXA57468
2886,Fcan01_08264,OXA57470
2887,Fcan01_06506,OXA57477
2888,Fcan01_06916,OXA57485
2889,Fcan01_07297,OXA57489
2890,Fcan01_08064,OXA57502
2891,Fcan01_06771,OXA57507
2892,Fcan01_07558,OXA57517
2893,Fcan01_07167,OXA57527
2894,Fcan01_07165,OXA57529
2895,Fcan01_07160,OXA57532
2896,Fcan01_07168,OXA57534
2897,Fcan01_08136,OXA57539
2898,Fcan01_08409,OXA57541
2899,Fcan01_08407,OXA57545
2900,Fcan01_07744,OXA57557
2901,Fcan01_06830,OXA57571
2902,Fcan01_08300,OXA57583
2903,Fcan01_08308,OXA57589
2904,Fcan01_06804,OXA57590
2905,Fcan01_08141,OXA57597
2906,Fcan01_06438,OXA57610
2907,Fcan01_07451,OXA57613
2908,Fcan01_08487,OXA57619
2909,Fcan01_08480,OXA57620
2910,Fcan01_08481,OXA57621
2911,Fcan01_08489,OXA57625
2912,Fcan01_07042,OXA57629
2913,Fcan01_07047,OXA57632
2914,Fcan01_07049,OXA57634
2915,Fcan01_07953,OXA57636
2916,Fcan01_07951,OXA57638
2917,Fcan01_07959,OXA57644
2918,Fcan01_06602,OXA57654
2919,Fcan01_08383,OXA57659
2920,Fcan01_08381,OXA57661
2921,Fcan01_08386,OXA57664
2922,Fcan01_08385,OXA57665
2923,Fcan01_08384,OXA57666
2924,Fcan01_08524,OXA57672
2925,Fcan01_08520,OXA57676
2926,Fcan01_07625,OXA57685
2927,Fcan01_07626,OXA57688
2928,Fcan01_06973,OXA57697
2929,Fcan01_06970,OXA57698
2930,Fcan01_06976,OXA57700
2931,Fcan01_06977,OXA57701
2932,Fcan01_06978,OXA57704
2933,Fcan01_07365,OXA57707
2934,Fcan01_07360,OXA57710
2935,Fcan01_07363,OXA57713
2936,Fcan01_07368,OXA57714
2937,Fcan01_06828,OXA57718
2938,Fcan01_08233,OXA57729
2939,Fcan01_06683,OXA57739
2940,Fcan01_07797,OXA57744
2941,Fcan01_07796,OXA57745
2942,Fcan01_07243,OXA57752
2943,Fcan01_07242,OXA57753
2944,Fcan01_07249,OXA57760
2945,Fcan01_07856,OXA57764
2946,Fcan01_07850,OXA57770
2947,Fcan01_06724,OXA57777
2948,Fcan01_07513,OXA57782
2949,Fcan01_07512,OXA57783
2950,Fcan01_07136,OXA57793
2951,Fcan01_07130,OXA57795
2952,Fcan01_06574,OXA57800
2953,Fcan01_06578,OXA57806
2954,Fcan01_07719,OXA57808
2955,Fcan01_07714,OXA57811
2956,Fcan01_07711,OXA57814
2957,Fcan01_07713,OXA57816
2958,Fcan01_08033,OXA57820
2959,Fcan01_08035,OXA57822
2960,Fcan01_08036,OXA57825
2961,Fcan01_06516,OXA57828
2962,Fcan01_08372,OXA57835
2963,Fcan01_08370,OXA57837
2964,Fcan01_07690,OXA57843
2965,Fcan01_07691,OXA57844
2966,Fcan01_07528,OXA57854
2967,Fcan01_07527,OXA57857
2968,Fcan01_08176,OXA57866
2969,Fcan01_06442,OXA57876
2970,Fcan01_06446,OXA57880
2971,Fcan01_06445,OXA57883
2972,Fcan01_08452,OXA57885
2973,Fcan01_08450,OXA57887
2974,Fcan01_08459,OXA57892
2975,Fcan01_06846,OXA57894
2976,Fcan01_06842,OXA57898
2977,Fcan01_06848,OXA57902
2978,Fcan01_06849,OXA57903
2979,Fcan01_07070,OXA57906
2980,Fcan01_07071,OXA57907
2981,Fcan01_07922,OXA57916
2982,Fcan01_07611,OXA57927
2983,Fcan01_06895,OXA57938
2984,Fcan01_07180,OXA57958
2985,Fcan01_06653,OXA57962
2986,Fcan01_06651,OXA57964
2987,Fcan01_06657,OXA57966
2988,Fcan01_06654,OXA57969
2989,Fcan01_06963,OXA57972
2990,Fcan01_07232,OXA57976
2991,Fcan01_07231,OXA57979
2992,Fcan01_07234,OXA57982
2993,Fcan01_08083,OXA57987
2994,Fcan01_08084,OXA57988
2995,Fcan01_08558,OXA57994
2996,Fcan01_08551,OXA58003
2997,Fcan01_06921,OXA58004
2998,Fcan01_07803,OXA58027
2999,Fcan01_07809,OXA58029
3000,Fcan01_07808,OXA58030
3001,Fcan01_08251,OXA58031
3002,Fcan01_07484,OXA58041
3003,Fcan01_07104,OXA58046
3004,Fcan01_07109,OXA58055
3005,Fcan01_08247,OXA58059
3006,Fcan01_08242,OXA58060
3007,Fcan01_06551,OXA58075
3008,Fcan01_06554,OXA58078
3009,Fcan01_06877,OXA58084
3010,Fcan01_07727,OXA58087
3011,Fcan01_07722,OXA58090
3012,Fcan01_06891,OXA58094
3013,Fcan01_06899,OXA58098
3014,Fcan01_06898,OXA58099
3015,Fcan01_08009,OXA58101
3016,Fcan01_08002,OXA58104
3017,Fcan01_08003,OXA58105
3018,Fcan01_07887,OXA58114
3019,Fcan01_07881,OXA58116
3020,Fcan01_07572,OXA58127
3021,Fcan01_06863,OXA58129
3022,Fcan01_06866,OXA58130
3023,Fcan01_08420,OXA58135
3024,Fcan01_06819,OXA58141
3025,Fcan01_07026,OXA58151
3026,Fcan01_06801,OXA58160
3027,Fcan01_08323,OXA58167
3028,Fcan01_08327,OXA58171
3029,Fcan01_07649,OXA58181
3030,Fcan01_06992,OXA58185
3031,Fcan01_06995,OXA58188
3032,Fcan01_07422,OXA58198
3033,Fcan01_07426,OXA58202
3034,Fcan01_07452,OXA58204
3035,Fcan01_07457,OXA58208
3036,Fcan01_06418,OXA58214
3037,Fcan01_06412,OXA58217
3038,Fcan01_07970,OXA58237
3039,Fcan01_07973,OXA58238
3040,Fcan01_07972,OXA58239
3041,Fcan01_07975,OXA58240
3042,Fcan01_07974,OXA58241
3043,Fcan01_07976,OXA58243
3044,Fcan01_06621,OXA58249
3045,Fcan01_06625,OXA58253
3046,Fcan01_08504,OXA58258
3047,Fcan01_08506,OXA58260
3048,Fcan01_08508,OXA58266
3049,Fcan01_06742,OXA58276
3050,Fcan01_07343,OXA58282
3051,Fcan01_07344,OXA58287
3052,Fcan01_07836,OXA58296
3053,Fcan01_07833,OXA58301
3054,Fcan01_07502,OXA58303
3055,Fcan01_06490,OXA58307
3056,Fcan01_06496,OXA58313
3057,Fcan01_06499,OXA58314
3058,Fcan01_08108,OXA58319
3059,Fcan01_08215,OXA58320
3060,Fcan01_08219,OXA58328
3061,Fcan01_07268,OXA58337
3062,Fcan01_08056,OXA58347
3063,Fcan01_08050,OXA58353
3064,Fcan01_06826,OXA58357
3065,Fcan01_06704,OXA58359
3066,Fcan01_06706,OXA58361
3067,Fcan01_06701,OXA58362
3068,Fcan01_06708,OXA58367
3069,Fcan01_07546,OXA58372
3070,Fcan01_07542,OXA58376
3071,Fcan01_07158,OXA58380
3072,Fcan01_07157,OXA58385
3073,Fcan01_07154,OXA58387
3074,Fcan01_08297,OXA58393
3075,Fcan01_08296,OXA58394
3076,Fcan01_08291,OXA58395
3077,Fcan01_08293,OXA58397
3078,Fcan01_06874,OXA58401
3079,Fcan01_07779,OXA58402
3080,Fcan01_07770,OXA58407
3081,Fcan01_08310,OXA58418
3082,Fcan01_08319,OXA58427
3083,Fcan01_06781,OXA58435
3084,Fcan01_06420,OXA58447
3085,Fcan01_06427,OXA58454
3086,Fcan01_06428,OXA58455
3087,Fcan01_07469,OXA58457
3088,Fcan01_08479,OXA58463
3089,Fcan01_08470,OXA58466
3090,Fcan01_08472,OXA58468
3091,Fcan01_08474,OXA58470
3092,Fcan01_08477,OXA58471
3093,Fcan01_07050,OXA58479
3094,Fcan01_07059,OXA58482
3095,Fcan01_07940,OXA58483
3096,Fcan01_07942,OXA58485
3097,Fcan01_07946,OXA58489
3098,Fcan01_08399,OXA58494
3099,Fcan01_08392,OXA58497
3100,Fcan01_08394,OXA58499
3101,Fcan01_08396,OXA58501
3102,Fcan01_08535,OXA58506
3103,Fcan01_08532,OXA58511
3104,Fcan01_08533,OXA58512
3105,Fcan01_07636,OXA58513
3106,Fcan01_07633,OXA58518
3107,Fcan01_06942,OXA58528
3108,Fcan01_07398,OXA58534
3109,Fcan01_07394,OXA58540
3110,Fcan01_08244,OXA58543
3111,Fcan01_08245,OXA58544
3112,Fcan01_08243,OXA58545
3113,Fcan01_08229,OXA58547
3114,Fcan01_06861,OXA58564
3115,Fcan01_06865,OXA58566
3116,Fcan01_07251,OXA58571
3117,Fcan01_07259,OXA58575
3118,Fcan01_07724,OXA58576
3119,Fcan01_07311,OXA58580
3120,Fcan01_07312,OXA58583
3121,Fcan01_07863,OXA58590
3122,Fcan01_07860,OXA58593
3123,Fcan01_07867,OXA58594
3124,Fcan01_07865,OXA58596
3125,Fcan01_07127,OXA58616
3126,Fcan01_06549,OXA58623
3127,Fcan01_07702,OXA58628
3128,Fcan01_07704,OXA58633
3129,Fcan01_07087,OXA58639
3130,Fcan01_07082,OXA58644
3131,Fcan01_08342,OXA58664
3132,Fcan01_08340,OXA58666
3133,Fcan01_08180,OXA58670
3134,Fcan01_08182,OXA58672
3135,Fcan01_07467,OXA58677
3136,Fcan01_06476,OXA58688
3137,Fcan01_08443,OXA58696
3138,Fcan01_08444,OXA58697
3139,Fcan01_08446,OXA58699
3140,Fcan01_08447,OXA58700
3141,Fcan01_06934,OXA58703
3142,Fcan01_07917,OXA58721
3143,Fcan01_07916,OXA58722
3144,Fcan01_07915,OXA58723
3145,Fcan01_07669,OXA58729
3146,Fcan01_07667,OXA58733
3147,Fcan01_07598,OXA58740
3148,Fcan01_06754,OXA58751
3149,Fcan01_06755,OXA58752
3150,Fcan01_06753,OXA58754
3151,Fcan01_08101,OXA58758
3152,Fcan01_08100,OXA58759
3153,Fcan01_06383,OXA58772
3154,Fcan01_06384,OXA58775
3155,Fcan01_06386,OXA58777
3156,Fcan01_07418,OXA58778
3157,Fcan01_07419,OXA58779
3158,Fcan01_07412,OXA58784
3159,Fcan01_08115,OXA58790
3160,Fcan01_07993,OXA58797
3161,Fcan01_07999,OXA58801
3162,Fcan01_07998,OXA58802
